label,Slice,SumSize
1,"[2974820, 602285, 1067991, 637730, 779171, 452, 92523, 0, 0, 0, 89493, 0, 0, 0, 49799, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.29991252 0.50656644 0.51689727 0.62239326 0.71810236
 0.73827546 0.8624576  0.93004373 0.93007196 0.93009675 0.93550119
 0.94393889 0.94582051 0.94770213 0.94958376 0.95146538 0.953347
 0.95522862 0.95545693 0.95545693 0.95545693 0.95545693 0.95643526
 0.95977049 0.96272865 0.96466223 0.96659581 0.96852938 0.97046296
 0.97239654 0.97433012 0.97618024 0.97815472 0.9801292  0.98210369
 0.98407817 0.98605265 0.98802713 0.98968971 0.991467   0.99324428
 0.99502156 0.99679884 0.99857612 0.99999749 0.99999749 0.99999749
 0.99999749 0.99999749 0.99999794 0.99999932 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2229892, 732629, 887458, 43498, 1346361, 0, 88680, 0, 0, 0, 89493, 0, 0, 0, 47098, 0, 0, 0, 100581, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.19659248 0.39045811 0.47247561 0.51855545 0.67245049
 0.67245836 0.75698376 0.91778108 0.91794062 0.92850408 0.93395322
 0.93615341 0.9383536  0.9405538  0.94275399 0.94495418 0.94695929
 0.94695929 0.94695929 0.94695929 0.94695929 0.94953917 0.95285379
 0.95556785 0.95805762 0.96054738 0.96303714 0.9655269  0.96801667
 0.97050643 0.97267622 0.97499374 0.97731126 0.97962878 0.98194631
 0.98426383 0.98645755 0.98852737 0.99059718 0.992667   0.99473681
 0.99680662 0.99887644 0.99999707 0.99999707 0.99999707 0.99999707
 0.99999707 0.99999821 0.99999964 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2681426, 224514, 1099028, 66, 1234884, 0, 92394, 0, 0, 0, 47098, 0, 0, 0, 41674, 0, 0, 0, 94288, 0, 0, 0, 18, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.2485697  0.46440603 0.48631053 0.54607791 0.69709053
 0.69709073 0.79180396 0.94037846 0.94037846 0.95282594 0.95617372
 0.95732136 0.958469   0.95961664 0.96076427 0.96191191 0.96296568
 0.96398779 0.9650099  0.96603201 0.96705412 0.96807623 0.96909834
 0.96962082 0.96962082 0.96962082 0.96962082 0.97193912 0.9778331
 0.98372709 0.98484035 0.98484078 0.98484121 0.98484165 0.98484208
 0.98484251 0.9848968  0.98720527 0.98951374 0.99182221 0.99413068
 0.99643915 0.99874762 0.99999728 0.99999771 0.99999815 0.99999859
 0.99999903 0.99999946 0.9999999  1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2215479, 774220, 631401, 2, 1290833, 97046, 0, 0, 0, 76846, 0, 0, 0, 32983, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23463893 0.39786245 0.48802624 0.58991936 0.67793003
 0.67793023 0.76998045 0.91086445 0.93822147 0.93971227 0.94177804
 0.94384381 0.94590957 0.94797534 0.95004111 0.95122984 0.95204073
 0.95285162 0.9536625  0.95447339 0.95528428 0.95608976 0.9582408
 0.96050595 0.9627711  0.96503625 0.9673014  0.96956655 0.9717325
 0.97403452 0.97633654 0.97863856 0.98094058 0.9832426  0.98554462
 0.9876098  0.98967615 0.99174251 0.99380886 0.99587521 0.99794156
 0.99999456 0.99999749 0.99999793 0.99999837 0.99999881 0.99999925
 0.99999969 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2356065, 655149, 970768, 2, 1463630, 98469, 0, 0, 0, 76846, 0, 0, 0, 47098, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.3017166  0.45395747 0.48226003 0.51421359 0.67764587
 0.67764587 0.7639141  0.91871138 0.92042386 0.93635953 0.93823264
 0.94010574 0.94197884 0.94385194 0.94572504 0.94759815 0.94866247
 0.94866247 0.94866247 0.94866247 0.94866247 0.95158838 0.95538005
 0.95788321 0.96016391 0.96244461 0.96472531 0.96700601 0.96928671
 0.9714489  0.97373396 0.97601902 0.97830408 0.98058915 0.98287421
 0.98515927 0.98725774 0.98929449 0.99133124 0.99336798 0.99540473
 0.99744148 0.99947823 0.9999971  0.9999971  0.9999971  0.9999971
 0.9999971  0.99999847 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2191052, 369754, 851762, 2, 1434971, 109834, 0, 0, 0, 89493, 0, 0, 0, 109009, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23275035 0.44764729 0.47458677 0.51839654 0.67124312
 0.67124333 0.74186414 0.86354471 0.90985813 0.92601304 0.92815599
 0.93029895 0.9324419  0.93458486 0.93672781 0.93887077 0.93974152
 0.93974152 0.93974152 0.93974152 0.93974152 0.9474102  0.95639695
 0.95898841 0.96122381 0.9634592  0.96569459 0.96792999 0.97016538
 0.9723124  0.97455659 0.97680077 0.97904496 0.98128914 0.98353333
 0.98577751 0.98780351 0.98981187 0.99182024 0.99382861 0.99583698
 0.99784535 0.99985372 0.99999715 0.99999715 0.99999715 0.99999715
 0.99999715 0.99999859 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2056960, 625029, 1086915, 2, 1431501, 0, 98469, 0, 0, 0, 89493, 0, 0, 0, 109009, 0, 0, 0, 90126, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23927891 0.46207761 0.49104694 0.51527793 0.67376318
 0.67376341 0.71406666 0.91015605 0.91037983 0.9238066  0.92735821
 0.92947693 0.93159565 0.93371438 0.9358331  0.93795183 0.9400193
 0.94260666 0.94519403 0.94778139 0.95036876 0.95295612 0.95554349
 0.95673219 0.95673219 0.95673219 0.95673219 0.95923562 0.96461936
 0.97000309 0.97262042 0.9747982  0.97697598 0.97915375 0.98133153
 0.98350931 0.98561013 0.98783621 0.9900623  0.99228839 0.99451447
 0.99674056 0.99896664 0.99999737 0.9999978  0.99999823 0.99999865
 0.99999908 0.9999995  0.99999993 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2660669, 146609, 903230, 1269220, 437095, 0, 102988, 0, 0, 0, 76846, 0, 0, 0, 109009, 0, 0, 0, 41674, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23141884 0.44721602 0.46418268 0.56977195 0.62677589
 0.68185498 0.90104307 0.91605921 0.91605921 0.92484619 0.93315309
 0.93503909 0.93692509 0.93881108 0.94069708 0.94258307 0.94446907
 0.94529869 0.94529869 0.94529869 0.94529869 0.95094153 0.95667031
 0.96239908 0.96380445 0.96484457 0.96588469 0.96692481 0.96796493
 0.96900505 0.97022291 0.97247662 0.97473032 0.97698402 0.97923772
 0.98149142 0.98374513 0.98594654 0.98824503 0.99054352 0.99284201
 0.9951405  0.99743899 0.99973748 0.99999707 0.99999707 0.99999707
 0.99999708 0.99999811 0.99999915 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[1952168, 680668, 1052680, 425663, 919197, 92394, 0, 0, 0, 108343, 0, 0, 0, 49799, 0, 0, 0, 90126, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.22629721 0.44491943 0.48139775 0.505847   0.67740788
 0.67741874 0.79404427 0.91649982 0.91822628 0.93240407 0.93503272
 0.93766137 0.94029002 0.94291867 0.94554733 0.94817598 0.94834093
 0.94834093 0.94834093 0.94834093 0.94834093 0.95284544 0.956617
 0.95879139 0.96096579 0.96314018 0.96531458 0.96748898 0.96966337
 0.97176083 0.97396116 0.97616149 0.97836182 0.98056214 0.98276247
 0.9849628  0.98710991 0.98935002 0.99159013 0.99383025 0.99607036
 0.99831047 0.99999714 0.99999714 0.99999714 0.99999714 0.99999714
 0.99999714 0.99999912 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2348582, 302395, 1067771, 2, 1206870, 104562, 0, 0, 0, 76846, 0, 0, 0, 32983, 0, 0, 0, 41674, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.29028145 0.45623395 0.4894466  0.55245789 0.68382313
 0.68382333 0.7421575  0.92034855 0.93903013 0.94628773 0.94820297
 0.95011821 0.95203345 0.9539487  0.95586394 0.9576632  0.95847095
 0.9592787  0.96008646 0.96089421 0.96170196 0.96250972 0.96300672
 0.96300672 0.96300672 0.96300672 0.96300672 0.96332978 0.96843078
 0.9713086  0.97357067 0.97583274 0.97809481 0.98035688 0.98261895
 0.98479474 0.98709943 0.98940411 0.9917088  0.99401348 0.99631817
 0.99862286 0.99999723 0.99999767 0.99999811 0.99999855 0.99999899
 0.99999943 0.99999986 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2081750, 546475, 1051898, 1110996, 202392, 0, 99270, 0, 0, 0, 76846, 0, 0, 0, 109009, 0, 0, 0, 90126, 0, 0, 0, 18, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23124545 0.4476044  0.47751596 0.58221451 0.67920378
 0.67922029 0.90355718 0.92384789 0.92384789 0.93690986 0.94136012
 0.94324714 0.94513417 0.94702119 0.94890821 0.95079524 0.95243358
 0.95243358 0.95243358 0.95243358 0.95428323 0.96048318 0.96668312
 0.97096403 0.9731862  0.97540837 0.97763055 0.97985272 0.98207489
 0.98429706 0.98475582 0.98475627 0.98475671 0.98475715 0.9847576
 0.98475804 0.9849575  0.98725434 0.98955119 0.99184803 0.99414487
 0.99644171 0.99873855 0.99999708 0.99999708 0.99999708 0.99999708
 0.99999744 0.99999858 0.99999973 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2071889, 670059, 1123713, 2, 1457393, 0, 92394, 0, 0, 0, 89493, 0, 0, 0, 49799, 0, 0, 0, 90126, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.29202319 0.45869256 0.48905271 0.51698267 0.68190542
 0.68190564 0.7370842  0.84609958 0.91965607 0.93281629 0.93610052
 0.93824219 0.94038387 0.94252554 0.94466721 0.94680888 0.94862597
 0.94981482 0.95100367 0.95219252 0.95338137 0.95457023 0.95575908
 0.95620179 0.95620179 0.95620179 0.95620179 0.95785595 0.96398244
 0.97010894 0.97228743 0.97453964 0.97679185 0.97904406 0.98129626
 0.98354847 0.98551661 0.98778347 0.99005034 0.9923172  0.99458407
 0.99685093 0.9991178  0.99999741 0.99999783 0.99999826 0.99999868
 0.99999911 0.99999954 0.99999996 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2668807, 224466, 986726, 788035, 712803, 98469, 0, 0, 0, 89493, 0, 0, 0, 49799, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.29503967 0.4535507  0.49334116 0.58729036 0.6663343
 0.666563   0.80075684 0.91594008 0.91928567 0.93339241 0.93561669
 0.93784096 0.94006524 0.94228951 0.94451379 0.94673807 0.94706728
 0.94706728 0.94706728 0.94706728 0.94772986 0.95191459 0.95569292
 0.95798838 0.96028383 0.96257928 0.96487474 0.96717019 0.96946565
 0.9717143  0.97404718 0.97638005 0.97871292 0.9810458  0.98337867
 0.98571155 0.98780152 0.98990187 0.99200222 0.99410256 0.99620291
 0.99830326 0.99999702 0.99999702 0.99999702 0.99999702 0.99999702
 0.99999718 0.99999906 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2652237, 415278, 587426, 45, 1253107, 296680, 0, 0, 0, 89493, 0, 0, 0, 32983, 0, 0, 0, 90126, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.29188984 0.46019158 0.50145262 0.51628177 0.68421989
 0.68422154 0.73149969 0.81016174 0.93090335 0.93809822 0.94026271
 0.94242719 0.94459168 0.94675617 0.94892066 0.95108514 0.95189448
 0.9526809  0.95346732 0.95425374 0.95504017 0.95582659 0.95639828
 0.95639828 0.95639828 0.95639828 0.95639828 0.95664754 0.96661816
 0.97187269 0.97406949 0.97626629 0.97846309 0.98065989 0.98285669
 0.98505349 0.98718372 0.98941294 0.99164216 0.99387138 0.99610061
 0.99832983 0.99999725 0.99999768 0.99999811 0.99999854 0.99999897
 0.99999939 0.99999982 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[1998988, 763561, 878996, 683401, 606582, 102988, 0, 0, 0, 76846, 0, 0, 0, 49799, 0, 0, 0, 90126, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.22192335 0.44769484 0.48181413 0.51406929 0.66893315
 0.66893343 0.8666312  0.91670227 0.91670227 0.93479974 0.93671015
 0.93862057 0.94053098 0.9424414  0.94435181 0.94626223 0.94633524
 0.94633524 0.94633524 0.94633524 0.94654658 0.95124289 0.95511562
 0.95735401 0.95959239 0.96183078 0.96406916 0.96630755 0.96854594
 0.97073537 0.97302516 0.97531496 0.97760475 0.97989454 0.98218433
 0.98447412 0.98668856 0.98902149 0.99135443 0.99368736 0.9960203
 0.99835324 0.99999703 0.99999703 0.99999703 0.99999703 0.99999703
 0.99999717 0.99999918 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2331005, 272949, 1027465, 66, 1286470, 0, 88680, 0, 0, 0, 89493, 0, 0, 0, 49799, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23387843 0.45373954 0.47359891 0.5417672  0.66838913
 0.66838934 0.78105211 0.87490343 0.91729818 0.92747194 0.93331002
 0.93554235 0.93777467 0.940007   0.94223933 0.94447165 0.94670398
 0.94679253 0.94679253 0.94679253 0.94679253 0.94679253 0.95148042
 0.95566257 0.95799706 0.96033156 0.96266605 0.96500054 0.96733504
 0.96966953 0.97175374 0.97412543 0.97649712 0.97886881 0.9812405
 0.98361219 0.98598389 0.98801469 0.99012002 0.99222536 0.99433069
 0.99643603 0.99854136 0.99999702 0.99999702 0.99999702 0.99999702
 0.99999702 0.99999702 0.9999991  1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2141668, 612272, 765386, 275220, 1299578, 0, 102988, 0, 0, 0, 89493, 0, 0, 0, 47098, 0, 0, 0, 90126, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.22693109 0.44269837 0.47035541 0.50505988 0.61990874
 0.67994913 0.76831215 0.91808324 0.91808324 0.92922088 0.93566203
 0.93784264 0.94002325 0.94220386 0.94438447 0.94656508 0.94860042
 0.94972024 0.95084006 0.95195988 0.9530797  0.95419953 0.95531935
 0.95602582 0.95602582 0.95602582 0.95602582 0.95626401 0.96247761
 0.96869122 0.97172456 0.97398697 0.97624938 0.97851178 0.98077419
 0.9830366  0.98519953 0.9874457  0.98969187 0.99193804 0.99418421
 0.99643038 0.99867655 0.99999731 0.99999773 0.99999816 0.99999859
 0.99999902 0.99999944 0.99999987 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2051568, 637799, 1134207, 470348, 952045, 99270, 0, 0, 0, 108343, 0, 0, 0, 49799, 0, 0, 0, 41674, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23571565 0.45966883 0.47609723 0.58427216 0.68572299
 0.68688482 0.77294321 0.92337192 0.92468174 0.93943355 0.94202956
 0.94462557 0.94722158 0.94981759 0.95241359 0.9550096  0.95618498
 0.95618498 0.95618498 0.95618498 0.95658694 0.96013368 0.96368042
 0.96489875 0.96589452 0.96689029 0.96788606 0.96888183 0.9698776
 0.97100761 0.9732     0.9753924  0.97758479 0.97977719 0.98196958
 0.98416198 0.98626819 0.98851715 0.9907661  0.99301506 0.99526401
 0.99751296 0.99976192 0.99999716 0.99999716 0.99999716 0.99999716
 0.99999736 0.99999881 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[1635271, 672952, 1066025, 111, 1452868, 88680, 0, 0, 0, 47098, 0, 0, 0, 90126, 0, 0, 0, 94288, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.22858924 0.45499814 0.48296832 0.51008501 0.6812976
 0.68131263 0.7052806  0.82552342 0.91976585 0.93443531 0.93557925
 0.93672319 0.93786713 0.93901106 0.940155   0.94129534 0.943364
 0.94551984 0.94767568 0.94983152 0.95198736 0.9541432  0.95559047
 0.95559047 0.95559047 0.95559047 0.95559047 0.95741675 0.96711382
 0.97188757 0.97409181 0.97629606 0.9785003  0.98070455 0.98290879
 0.98510593 0.98726763 0.9895089  0.99175017 0.99399143 0.9962327
 0.99847397 0.99999723 0.99999767 0.9999981  0.99999853 0.99999897
 0.9999994  0.99999984 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[1686149, 723863, 1177576, 2, 1449149, 102970, 18, 0, 0, 89475, 18, 0, 0, 108991, 18, 0, 0, 90108, 18, 0, 0, 100563, 18, 0, 0, 93867, 18, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.21661345 0.38288804 0.45590015 0.49360281 0.67259127
 0.67259147 0.73557085 0.90817314 0.90817314 0.92430726 0.92636922
 0.92848255 0.93059589 0.93270922 0.93482255 0.93693588 0.93912432
 0.94170055 0.94427678 0.946853   0.94942923 0.95200546 0.95458169
 0.9554089  0.9554089  0.9554089  0.9554089  0.9565691  0.96307492
 0.96952719 0.97184355 0.97422116 0.97659877 0.97897639 0.981354
 0.98373161 0.98597966 0.98819952 0.99041937 0.99263923 0.99485909
 0.99707895 0.9992988  0.99999745 0.99999788 0.9999983  0.99999872
 0.99999914 0.99999957 0.99999999 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2338201, 681263, 1051153, 2, 1233762, 98469, 0, 0, 0, 76846, 0, 0, 0, 32983, 0, 0, 0, 90126, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.24316862 0.45221153 0.47729649 0.51172535 0.67975954
 0.67975975 0.78225957 0.92199856 0.92199856 0.93820625 0.9401007
 0.94199516 0.94388962 0.94578408 0.94767854 0.94957299 0.95073439
 0.95153702 0.95233965 0.95314227 0.9539449  0.95474753 0.95555016
 0.95555573 0.95555573 0.95555573 0.95555573 0.95662509 0.96464529
 0.97068571 0.97291932 0.97515294 0.97738655 0.97962017 0.98185378
 0.9840874  0.98626234 0.98854149 0.99082063 0.99309978 0.99537893
 0.99765807 0.99993722 0.9999975  0.99999793 0.99999836 0.99999879
 0.99999922 0.99999965 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
