label,Slice,SumSize
1,"[2296940, 649406, 1071833, 2, 1384044, 99270, 0, 0, 0, 108343, 0, 0, 0, 49799, 0, 0, 0, 90126, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.08667657 0.45048757 0.47377393 0.50664686 0.67100923
 0.67100945 0.79884299 0.91370051 0.91370051 0.92971128 0.92971171
 0.92971215 0.92971259 0.92971303 0.92971346 0.9297139  0.94718528
 0.94718528 0.94718528 0.94718528 0.94718528 0.94718631 0.94718788
 0.95521744 0.95521787 0.95521831 0.95521874 0.95521918 0.95521962
 0.96975306 0.9697535  0.96975394 0.96975438 0.96975482 0.96975525
 0.96975569 0.98485509 0.98485553 0.98485596 0.9848564  0.98485684
 0.98485728 0.98485772 0.9999971  0.9999971  0.9999971  0.9999971
 0.9999971  0.99999838 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2643904, 100593, 0, 463789, 731973, 2, 1491136, 102988, 0, 0, 0, 108343, 0, 0, 0, 109009, 0, 0, 0, 41674, 0, 0, 0, 80843, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23406715 0.44938858 0.46329499 0.46448917 0.46568335
 0.46857056 0.55602762 0.66439301 0.66439513 0.66440311 0.80376534
 0.91176127 0.92869168 0.92869212 0.92869257 0.92869302 0.92869346
 0.92869391 0.92869436 0.94650249 0.94650293 0.94650338 0.94650382
 0.94650427 0.94650471 0.94650516 0.96442241 0.96442241 0.96442241
 0.96442241 0.96442241 0.96442402 0.97127333 0.97127378 0.97127422
 0.97127467 0.97127511 0.97127555 0.971276   0.98456338 0.98456382
 0.98456427 0.98456471 0.98456516 0.9845656  0.98456605 0.99999741
 0.99999786 0.9999983  0.99999875 0.9999992  0.99999964 1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2997248, 692257, 0, 0, 563011, 830278, 1187613, 0, 0, 98469, 0, 0, 0, 108343, 0, 0, 0, 32983, 0, 0, 0, 18, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.15832134 0.46089867 0.53705158 0.54784135 0.54784431
 0.54784726 0.54785022 0.61285112 0.69798484 0.79005549 0.86599203
 0.93304903 0.93304903 0.9363031  0.94236657 0.94715936 0.94715975
 0.94716014 0.94716053 0.94716092 0.94716131 0.9471617  0.96268467
 0.96268506 0.96268545 0.96268584 0.96268623 0.96268662 0.96268701
 0.96741081 0.96741081 0.96741081 0.96900203 0.97059591 0.97218979
 0.97338264 0.97338303 0.97338341 0.9733838  0.97338419 0.97338457
 0.97338496 0.98654425 0.98654464 0.98654503 0.98654541 0.9865458
 0.98654619 0.98654658 0.99999776 0.99999815 0.99999854 0.99999893
 0.99999932 0.99999971 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2309047, 634699, 1062214, 442683, 598692, 650887, 88680, 0, 0, 0, 76846, 0, 0, 0, 47098, 0, 0, 0, 90126, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.21380184 0.42223503 0.44903526 0.48599583 0.62856566
 0.69598444 0.69598784 0.7780482  0.89387327 0.92549447 0.93901798
 0.93901798 0.93901798 0.93901828 0.93901915 0.93902002 0.95089965
 0.95196033 0.95302101 0.95408169 0.95514237 0.95620305 0.95726373
 0.95792249 0.95792291 0.95792333 0.95792375 0.95792417 0.95792458
 0.957925   0.97166864 0.97166864 0.97166912 0.97166972 0.97167031
 0.97167091 0.98602846 0.98817653 0.9903246  0.99247267 0.99462075
 0.99676882 0.99891689 0.99999745 0.99999786 0.99999828 0.9999987
 0.99999911 0.99999953 0.99999995 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2373106, 521378, 1150722, 462761, 1228287, 268730, 88680, 0, 0, 0, 89493, 0, 0, 0, 47098, 0, 0, 0, 41674, 0, 0, 0, 18, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.22434001 0.4466243  0.46173078 0.48669314 0.64190391
 0.71306946 0.71307546 0.88795391 0.94449941 0.94450025 0.95889341
 0.96095294 0.96301247 0.965072   0.96713154 0.96919107 0.9712506
 0.97264444 0.97373877 0.9748331  0.97592744 0.97702177 0.9781161
 0.97914571 0.97914571 0.97914571 0.97914571 0.97914571 0.9791465
 0.97914774 0.98555527 0.98555569 0.9855561  0.98555652 0.98555693
 0.98555735 0.98555776 0.98555818 0.98555859 0.98555901 0.98555942
 0.98555984 0.98556025 0.99999724 0.99999766 0.99999808 0.9999985
 0.99999891 0.99999933 0.99999975 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2711112, 97342, 0, 0, 0, 14310, 1042659, 912353, 484385, 0, 104293, 0, 0, 0, 89493, 0, 0, 0, 32983, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.29391009 0.45200551 0.46568702 0.46568702 0.46568702
 0.46568702 0.46568702 0.46568702 0.46568702 0.4680461  0.54303974
 0.6703797  0.72130316 0.87714813 0.91820946 0.9182095  0.9182108
 0.9182121  0.93538677 0.93538722 0.93538767 0.93538811 0.93538856
 0.93538901 0.95016816 0.95098624 0.95180432 0.9526224  0.95344048
 0.95425856 0.95507664 0.95555818 0.95555818 0.95555818 0.95555856
 0.95555936 0.95556015 0.95556094 0.97068581 0.97068625 0.9706867
 0.97068714 0.97068759 0.97068804 0.98614831 0.98614876 0.9861492
 0.98614965 0.9861501  0.98615054 0.98615099 0.9999972  0.99999765
 0.9999981  0.99999855 0.999999   0.99999944 0.99999989 1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[771273, 630701, 632464, 982360, 712675, 781117, 99270, 0, 0, 0, 76846, 0, 0, 0, 109009, 0, 0, 0, 41674, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.21463843 0.43050926 0.44627006 0.49251343 0.55337043
 0.69708731 0.69709102 0.79314306 0.9226241  0.92303511 0.93794143
 0.93794184 0.93794225 0.93794265 0.93794306 0.93794347 0.93794387
 0.94948086 0.94948127 0.94948167 0.94948208 0.94948249 0.9494829
 0.9494833  0.96584957 0.96584957 0.96584957 0.96584957 0.96731789
 0.97004541 0.97210747 0.97210788 0.97210829 0.9721087  0.97210911
 0.97210952 0.97210992 0.98589963 0.98590004 0.98590045 0.98590085
 0.98590126 0.98590167 0.98590208 0.99999766 0.99999807 0.99999848
 0.99999888 0.99999929 0.9999997  1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2395284, 608548, 752895, 455155, 902605, 218024, 88680, 0, 0, 0, 76846, 0, 0, 0, 47098, 0, 0, 0, 41674, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23550004 0.46779569 0.47643757 0.52126494 0.61534631
 0.68830042 0.68830063 0.79164446 0.92947146 0.92947333 0.94368498
 0.94368541 0.94368585 0.94368629 0.94368673 0.94368716 0.95600114
 0.95600158 0.95600201 0.95600245 0.95600288 0.95600332 0.95600375
 0.96354962 0.96354962 0.96354962 0.96354962 0.96354962 0.96598054
 0.97013597 0.97022928 0.97022972 0.97023016 0.97023059 0.97023103
 0.97023147 0.98494989 0.98495032 0.98495075 0.98495119 0.98495162
 0.98495206 0.98495249 0.99999738 0.99999782 0.99999825 0.99999868
 0.99999912 0.99999955 0.99999999 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2282522, 681989, 767550, 442683, 902431, 557981, 99270, 0, 0, 0, 89493, 0, 0, 0, 18, 0, 0, 0, 90126, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.14898842 0.44825387 0.46689102 0.50737465 0.61368478
 0.67839425 0.67839566 0.78594068 0.91785051 0.91785272 0.93364819
 0.93364863 0.93364907 0.9336495  0.93364994 0.93365038 0.94821805
 0.94941363 0.95060922 0.95180481 0.9530004  0.95419598 0.95539157
 0.95581401 0.95581401 0.95581401 0.95581401 0.95581401 0.95581526
 0.95581684 0.9701566  0.97015703 0.97015746 0.97015789 0.97015832
 0.97015875 0.98505689 0.98505732 0.98505775 0.98505818 0.98505862
 0.98505905 0.98505948 0.9999974  0.99999783 0.99999826 0.99999869
 0.99999913 0.99999956 0.99999999 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2804763, 629491, 732201, 317066, 1227731, 313605, 129, 0, 0, 76846, 0, 0, 0, 109009, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.27041795 0.47962263 0.4971379  0.53378783 0.65309921
 0.69756225 0.7517196  0.87856044 0.88356965 0.93254832 0.93256153
 0.93256202 0.93256251 0.932563   0.9325635  0.93256399 0.9438899
 0.9438903  0.9438907  0.9438911  0.9438915  0.9438919  0.9438923
 0.95995907 0.95995907 0.95995907 0.95995907 0.95995907 0.95995907
 0.97376223 0.97376263 0.97376303 0.97376344 0.97376384 0.97376424
 0.97376465 0.98760231 0.98760271 0.98760311 0.98760351 0.9876039
 0.9876043  0.9876047  0.9999977  0.9999981  0.9999985  0.99999889
 0.99999929 0.99999969 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2216969, 757917, 647736, 408110, 1107684, 488284, 0, 0, 0, 108343, 0, 0, 0, 32983, 0, 0, 0, 90126, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.15632016 0.43781561 0.46886991 0.49683496 0.59676652
 0.67542549 0.67542569 0.85333554 0.91715858 0.93297728 0.93297768
 0.93297814 0.93297859 0.93297905 0.93297951 0.93297996 0.95077876
 0.95157691 0.95237507 0.95317322 0.95397137 0.95476953 0.95556768
 0.95568099 0.95568099 0.95568099 0.95568099 0.95568099 0.96046086
 0.97015957 0.97016001 0.97016045 0.97016089 0.97016133 0.97016177
 0.97016221 0.98491491 0.98491535 0.98491578 0.98491622 0.98491665
 0.98491709 0.98491752 0.99999747 0.9999979  0.99999834 0.99999878
 0.99999921 0.99999965 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[1773839, 980795, 779319, 455155, 532046, 725710, 104293, 0, 0, 0, 108343, 0, 0, 0, 18, 0, 0, 0, 80843, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.03559129 0.3847197  0.45957636 0.5022545  0.6002074
 0.67355068 0.67355087 0.79832595 0.90164435 0.91600871 0.91601118
 0.93499567 0.93761447 0.94023328 0.94285209 0.9454709  0.94808971
 0.95040069 0.95162047 0.95284025 0.95406002 0.9552798  0.95649957
 0.95771935 0.95829468 0.95829468 0.95829468 0.95829468 0.95829529
 0.95829636 0.95829743 0.97132124 0.97132168 0.97132211 0.97132255
 0.97132299 0.97132343 0.9864486  0.98644903 0.98644947 0.9864499
 0.98645034 0.98645077 0.98645121 0.99999732 0.99999775 0.99999819
 0.99999863 0.99999907 0.9999995  0.99999994 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2381298, 719433, 629806, 2, 1498409, 99270, 0, 0, 0, 108343, 0, 0, 0, 49799, 0, 0, 0, 90126, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.22910069 0.45921408 0.49536252 0.51568769 0.67489654
 0.67489677 0.76374893 0.91472021 0.91472021 0.93054178 0.93054223
 0.93054267 0.93054312 0.93054357 0.93054401 0.93054446 0.9478096
 0.94781003 0.94781046 0.94781089 0.94781132 0.94781176 0.94781219
 0.95574624 0.95574624 0.95574624 0.95574624 0.9557464  0.95574801
 0.97011054 0.97011097 0.9701114  0.97011184 0.97011227 0.9701127
 0.97011313 0.98503412 0.98503455 0.98503498 0.98503542 0.98503585
 0.98503628 0.98503671 0.99999754 0.99999798 0.99999841 0.99999884
 0.99999927 0.99999971 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2197322, 619404, 955888, 2, 1506218, 0, 88680, 0, 0, 0, 89493, 0, 0, 0, 109009, 0, 0, 0, 41674, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.22820462 0.46450568 0.4841409  0.5190958  0.67750386
 0.67750411 0.76253696 0.85994474 0.91794296 0.92752325 0.93347508
 0.93564942 0.93782376 0.9399981  0.94217244 0.94434678 0.94635218
 0.94635367 0.94635367 0.94635367 0.94635367 0.95244619 0.95935643
 0.96406554 0.96507501 0.96608447 0.96709394 0.9681034  0.96911287
 0.97012234 0.97181476 0.9740435  0.97627224 0.97850098 0.98072972
 0.98295846 0.98502619 0.98727158 0.98954688 0.99182217 0.99409746
 0.99637275 0.99864804 0.99999713 0.99999713 0.99999713 0.99999713
 0.99999713 0.9999983  0.9999996  1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2140457, 748900, 888571, 804501, 696957, 98469, 0, 0, 0, 89493, 0, 0, 0, 32983, 0, 0, 0, 90126, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.24439808 0.46138762 0.50493728 0.6054242  0.67742128
 0.677425   0.8177095  0.91983947 0.92108087 0.93571001 0.93788348
 0.94005695 0.94223042 0.94440389 0.94657736 0.94875083 0.9500578
 0.9500578  0.9500578  0.9500578  0.9500578  0.95066189 0.95439847
 0.95686921 0.95905585 0.9612425  0.96342914 0.96561578 0.96780243
 0.96986504 0.97214601 0.97442699 0.97670797 0.97898895 0.98126992
 0.9835509  0.98573922 0.9880188  0.99029839 0.99257797 0.99485755
 0.99713713 0.99941672 0.99999711 0.99999711 0.99999711 0.99999711
 0.99999711 0.99999758 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2706234, 282571, 1397637, 66, 1164926, 434025, 0, 0, 0, 89493, 0, 0, 0, 109009, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 84085, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.21941734 0.43058773 0.4584186  0.51839791 0.68829461
 0.68829479 0.72909051 0.79573247 0.91475402 0.93017968 0.93220649
 0.9342333  0.93626012 0.93828693 0.94031374 0.94234055 0.94452202
 0.94699651 0.94947101 0.9519455  0.95441999 0.95689449 0.95936898
 0.95947479 0.95947479 0.95947479 0.95947479 0.95947479 0.96750141
 0.97381686 0.97593783 0.9780588  0.98017977 0.98230074 0.98442171
 0.98654268 0.98845249 0.99036449 0.99227649 0.99418849 0.99610049
 0.99801249 0.99992449 0.99999764 0.99999805 0.99999846 0.99999887
 0.99999928 0.99999969 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2255059, 695501, 894506, 283746, 1434702, 9079, 104293, 0, 0, 0, 76846, 0, 0, 0, 32983, 0, 0, 0, 90126, 0, 0, 0, 91848, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.1008199  0.39811163 0.47721416 0.51230154 0.63185815
 0.68085638 0.7291642  0.90322033 0.92172671 0.92685899 0.93781759
 0.94006146 0.94191207 0.94376268 0.94561329 0.94746391 0.94931452
 0.95084806 0.95164471 0.95244136 0.95323802 0.95403467 0.95483133
 0.95562798 0.95593093 0.95593093 0.95593093 0.95593093 0.96038775
 0.96522337 0.97005898 0.97231102 0.97452689 0.97674277 0.97895864
 0.98117452 0.98339039 0.98551331 0.9877789  0.9900445  0.9923101
 0.9945757  0.99684129 0.99910689 0.99999737 0.9999978  0.99999823
 0.99999866 0.99999909 0.99999952 0.99999995 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2349726, 674252, 1079176, 189568, 1302158, 104293, 0, 0, 0, 89493, 0, 0, 0, 109009, 0, 0, 0, 41674, 0, 0, 0, 80843, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.22508551 0.45775719 0.48089765 0.51035035 0.67804369
 0.67804393 0.71035876 0.88633585 0.91753467 0.93470759 0.93685481
 0.93900203 0.94114926 0.94329648 0.9454437  0.94759093 0.94831311
 0.94831311 0.94831311 0.94831311 0.94831311 0.95586486 0.96532427
 0.96654934 0.96755407 0.96855879 0.96956351 0.97056823 0.97157295
 0.97280489 0.97474453 0.97668417 0.97862381 0.98056345 0.98250309
 0.98444273 0.98648324 0.98873133 0.99097943 0.99322752 0.99547561
 0.99772371 0.9999718  0.99999714 0.99999714 0.99999714 0.99999714
 0.99999714 0.99999867 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[2125466, 700900, 986417, 247478, 1047826, 99270, 0, 0, 0, 76846, 0, 0, 0, 47098, 0, 0, 0, 90126, 0, 0, 0, 93635, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23400939 0.45700527 0.50457028 0.52964435 0.67939245
 0.67939267 0.78528731 0.92005718 0.92005718 0.93692176 0.93877732
 0.94063288 0.94248844 0.944344   0.94619956 0.94805512 0.94816624
 0.94816624 0.94816624 0.94816624 0.94816624 0.94856086 0.95617588
 0.95834889 0.96052191 0.96269492 0.96486793 0.96704094 0.96921396
 0.97134811 0.97360064 0.97585317 0.9781057  0.98035823 0.98261076
 0.98486329 0.98688958 0.9891786  0.99146763 0.99375666 0.99604568
 0.99833471 0.99999713 0.99999713 0.99999713 0.99999713 0.99999713
 0.99999713 0.99999748 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
1,"[1916272, 705796, 980168, 752461, 717067, 102988, 0, 0, 0, 76846, 0, 0, 0, 109009, 0, 0, 0, 90126, 0, 0, 0, 80843, 0, 0, 0, 93885, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.         0.23018154 0.46009764 0.48841146 0.55949135 0.66689332
 0.66689358 0.83595479 0.91053202 0.91053202 0.92730893 0.92921141
 0.93111389 0.93301637 0.93491885 0.93682133 0.93872381 0.93958918
 0.93958918 0.93958918 0.93958918 0.93958918 0.94768889 0.95615548
 0.95903169 0.961231   0.96343032 0.96562963 0.96782894 0.97002825
 0.97210267 0.97406995 0.97603724 0.97800453 0.97997182 0.98193911
 0.9839064  0.98592986 0.9882267  0.99052354 0.99282038 0.99511722
 0.99741406 0.99971091 0.99999709 0.99999709 0.99999709 0.99999709
 0.99999717 0.99999871 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
